,cost,meters,rooms,dist,floor
526,359300.0,30.21,2.0,Nowe Miasto,2.0
527,304800.0,25.17,1.0,Nowe Miasto,1.0
528,516000.0,67.33,3.0,Grunwald,0.0
529,544000.0,66.42,3.0,Grunwald,1.0
530,597000.0,74.28,4.0,Grunwald,2.0
531,499700.0,52.6,2.0,Stare Miasto,0.0
532,596401.0,77.91,4.0,Stare Miasto,0.0
533,311256.0,35.37,1.0,Stare Miasto,1.0
534,359000.0,42.7,2.0,Stare Miasto,1.0
535,502482.0,55.42,3.0,Nowe Miasto,5.0
536,464200.0,32.0,2.0,Nowe Miasto,5.0
537,454212.0,48.84,3.0,Nowe Miasto,2.0
538,375000.0,36.12,2.0,Nowe Miasto,1.0
539,376635.0,40.38,2.0,Nowe Miasto,0.0
540,384904.0,37.01,2.0,Nowe Miasto,0.0
541,597000.0,74.28,3.0,Grunwald,2.0
542,337637.0,32.86,2.0,Stare Miasto,0.0
543,504801.0,50.99,2.0,Grunwald,2.0
544,502600.0,57.78,3.0,Nowe Miasto,0.0
545,356277.0,47.51,3.0,Wilda,3.0
546,359000.0,38.0,2.0,Stare Miasto,0.0
547,429000.0,46.92,2.0,Grunwald,3.0
548,675000.0,86.0,4.0,Stare Miasto,1.0
549,461872.0,54.0,3.0,Stare Miasto,4.0
550,438000.0,46.43,2.0,Grunwald,0.0
551,618904.0,70.33,3.0,Grunwald,2.0
552,401978.0,43.34,2.0,Stare Miasto,1.0
553,479693.0,54.05,3.0,Stare Miasto,1.0
554,605010.0,70.35,3.0,Grunwald,1.0
555,549300.0,65.4,4.0,Jeżyce,0.0
556,465000.0,55.89,3.0,Grunwald,3.0
557,568154.0,59.26,2.0,Nowe Miasto,5.0
558,632709.0,76.23,3.0,Grunwald,0.0
559,483988.0,55.51,3.0,Nowe Miasto,3.0
560,529000.0,49.0,2.0,Stare Miasto,3.0
561,319000.0,25.17,1.0,Nowe Miasto,3.0
562,355286.0,38.08,2.0,Grunwald,1.0
563,407885.0,42.05,2.0,Nowe Miasto,2.0
564,427000.0,46.43,2.0,Grunwald,1.0
565,432900.0,48.1,2.0,Nowe Miasto,0.0
566,384960.0,40.1,2.0,Nowe Miasto,0.0
567,434210.0,50.05,2.0,Stare Miasto,0.0
568,493876.0,60.74,4.0,Stare Miasto,2.0
569,387277.0,37.06,2.0,Nowe Miasto,2.0
570,471125.0,37.69,2.0,Wilda,2.0
571,509900.0,50.99,2.0,Grunwald,3.0
572,391600.0,45.54,2.0,Nowe Miasto,0.0
573,322981.0,43.07,2.0,Wilda,3.0
574,344000.0,48.0,2.0,wielkopolskie,0.0
575,399570.0,42.06,2.0,wielkopolskie,2.0
576,508000.0,53.0,2.0,Nowe Miasto,2.0
577,484119.0,56.49,3.0,Stare Miasto,4.0
578,516473.0,58.26,4.0,Nowe Miasto,2.0
579,355700.0,41.0,2.0,Stare Miasto,2.0
580,316200.0,35.0,2.0,Stare Miasto,0.0
581,694000.0,91.0,4.0,Stare Miasto,1.0
582,343160.0,37.3,2.0,Nowe Miasto,0.0
583,392268.0,40.44,2.0,Nowe Miasto,2.0
584,415000.0,43.0,2.0,Grunwald,3.0
585,481430.0,57.32,2.0,Stare Miasto,2.0
586,677800.0,71.35,4.0,Nowe Miasto,0.0
587,659334.0,83.46,4.0,Jeżyce,3.0
588,561000.0,66.36,3.0,Grunwald,1.0
589,392268.0,40.44,2.0,Nowe Miasto,1.0
590,561100.0,64.68,3.0,Nowe Miasto,1.0
591,359300.0,30.21,2.0,Nowe Miasto,1.0
592,422800.0,39.07,2.0,Nowe Miasto,1.0
593,514291.0,56.64,3.0,Grunwald,4.0
594,415466.0,47.92,3.0,Grunwald,2.0
595,324923.0,41.8,2.0,Stare Miasto,1.0
596,427182.0,39.51,2.0,Jeżyce,1.0
597,345667.0,32.23,2.0,Stare Miasto,1.0
598,406164.0,42.33,2.0,Grunwald,1.0
599,377454.0,36.12,2.0,Nowe Miasto,1.0
600,490800.0,49.08,2.0,Grunwald,1.0
601,357200.0,40.14,2.0,Nowe Miasto,0.0
602,238093.0,31.75,1.0,Wilda,3.0
603,698000.0,76.0,4.0,wielkopolskie,0.0
604,550068.0,59.79,3.0,Stare Miasto,1.0
605,261870.0,28.13,1.0,Grunwald,1.0
606,365998.0,37.66,2.0,Nowe Miasto,2.0
607,396100.0,45.54,2.0,Nowe Miasto,1.0
608,697000.0,63.38,4.0,Stare Miasto,3.0
609,565000.0,61.4,3.0,Nowe Miasto,0.0
610,375000.0,32.5,2.0,Nowe Miasto,1.0
611,539000.0,65.11,3.0,Grunwald,1.0
612,646200.0,81.8,3.0,Jeżyce,1.0
613,479000.0,50.67,3.0,Nowe Miasto,5.0
614,315000.0,30.15,1.0,Jeżyce,4.0
615,367700.0,30.21,2.0,Nowe Miasto,2.0
616,351871.0,40.0,2.0,Stare Miasto,3.0
617,292500.0,31.75,2.0,Nowe Miasto,1.0
618,288600.0,27.6,1.0,Jeżyce,1.0
619,519988.0,53.06,2.0,Grunwald,1.0
620,683100.0,59.4,3.0,Wilda,4.0
621,437941.0,58.4,3.0,Wilda,3.0
622,517684.0,56.27,3.0,Stare Miasto,1.0
623,482205.0,52.7,3.0,Wilda,2.0
624,569000.0,82.8,4.0,Grunwald,1.0
625,345123.0,37.19,2.0,Grunwald,1.0
626,351226.0,36.12,2.0,Nowe Miasto,2.0
627,306628.0,28.59,1.0,Stare Miasto,0.0
628,304542.0,21.53,1.0,Stare Miasto,1.0
629,353559.0,36.38,2.0,Nowe Miasto,2.0
630,496900.0,57.78,3.0,Nowe Miasto,1.0
631,427000.0,46.43,2.0,Grunwald,1.0
632,368700.0,43.9,2.0,Jeżyce,2.0
633,262568.0,27.01,2.0,Stare Miasto,0.0
634,466235.0,53.9,3.0,Nowe Miasto,0.0
635,616740.0,64.92,3.0,Stare Miasto,5.0
636,616740.0,64.92,3.0,Stare Miasto,4.0
637,616740.0,64.92,3.0,Stare Miasto,3.0
638,616740.0,64.92,3.0,Stare Miasto,2.0
639,616740.0,64.92,3.0,Stare Miasto,1.0
640,298620.0,28.44,1.0,Stare Miasto,5.0
641,298620.0,28.44,1.0,Stare Miasto,4.0
642,298620.0,28.44,1.0,Stare Miasto,3.0
643,298620.0,28.44,1.0,Stare Miasto,2.0
644,298620.0,28.44,1.0,Stare Miasto,1.0
645,465936.0,45.68,3.0,Stare Miasto,5.0
646,465936.0,45.68,3.0,Stare Miasto,4.0
647,465936.0,45.68,3.0,Stare Miasto,3.0
648,465936.0,45.68,3.0,Stare Miasto,2.0
649,465936.0,45.68,3.0,Stare Miasto,1.0
650,291270.0,27.74,1.0,Stare Miasto,2.0
651,291270.0,27.74,1.0,Stare Miasto,1.0
652,505100.0,50.51,2.0,Stare Miasto,5.0
653,505100.0,50.51,2.0,Stare Miasto,4.0
654,505100.0,50.51,2.0,Stare Miasto,3.0
655,505100.0,50.51,2.0,Stare Miasto,2.0
656,505100.0,50.51,2.0,Stare Miasto,1.0
657,629724.0,64.92,3.0,Stare Miasto,6.0
658,304308.0,28.44,1.0,Stare Miasto,6.0
659,475072.0,45.68,3.0,Stare Miasto,6.0
660,296818.0,27.74,1.0,Stare Miasto,6.0
661,515202.0,50.51,2.0,Stare Miasto,6.0
662,481848.0,47.24,2.0,Stare Miasto,6.0
663,472400.0,47.24,2.0,Stare Miasto,5.0
664,472400.0,47.24,2.0,Stare Miasto,3.0
665,472400.0,47.24,2.0,Stare Miasto,4.0
666,472400.0,47.24,2.0,Stare Miasto,2.0
667,472400.0,47.24,2.0,Stare Miasto,1.0
668,497862.0,48.81,2.0,Stare Miasto,6.0
669,488100.0,48.81,2.0,Stare Miasto,5.0
670,488100.0,48.81,2.0,Stare Miasto,4.0
671,488100.0,48.81,2.0,Stare Miasto,3.0
672,488100.0,48.81,2.0,Stare Miasto,2.0
673,488100.0,48.81,2.0,Stare Miasto,1.0
674,650200.0,65.02,3.0,Stare Miasto,0.0
675,312840.0,28.44,1.0,Stare Miasto,0.0
676,291270.0,27.74,1.0,Stare Miasto,0.0
677,488776.0,45.68,3.0,Stare Miasto,0.0
678,496020.0,47.24,2.0,Stare Miasto,0.0
679,512505.0,48.81,2.0,Stare Miasto,0.0
680,296520.0,28.24,1.0,Stare Miasto,1.0
681,310640.0,28.24,1.0,Stare Miasto,0.0
682,483315.0,46.03,2.0,Stare Miasto,3.0
683,483315.0,46.03,2.0,Stare Miasto,1.0
684,381404.0,39.32,1.0,Stare Miasto,6.0
685,373540.0,39.32,1.0,Stare Miasto,5.0
686,373540.0,39.32,1.0,Stare Miasto,4.0
687,297584.0,26.57,1.0,Jeżyce,5.0
688,619472.0,55.31,3.0,Jeżyce,5.0
689,614880.0,54.9,3.0,Jeżyce,5.0
690,594050.0,54.5,3.0,Jeżyce,4.0
691,291276.0,26.97,1.0,Jeżyce,4.0
692,582816.0,56.04,3.0,Jeżyce,4.0
693,510284.0,48.14,2.0,Jeżyce,4.0
694,481452.0,45.42,2.0,Jeżyce,4.0
695,384480.0,35.6,2.0,Jeżyce,4.0
696,690540.0,67.7,3.0,Jeżyce,4.0
697,668824.0,64.31,3.0,Jeżyce,4.0
698,285120.0,26.4,1.0,Jeżyce,4.0
699,660712.0,63.53,3.0,Jeżyce,4.0
700,373540.0,39.32,1.0,Stare Miasto,3.0
701,487388.0,45.98,2.0,Jeżyce,4.0
702,658840.0,63.35,3.0,Jeżyce,4.0
703,559362.0,52.77,2.0,Jeżyce,4.0
704,286956.0,26.57,1.0,Jeżyce,4.0
705,373540.0,39.32,1.0,Stare Miasto,2.0
706,509950.0,47.0,2.0,Jeżyce,4.0
707,494340.0,44.94,2.0,Jeżyce,4.0
708,285882.0,26.97,1.0,Jeżyce,3.0
709,571608.0,56.04,3.0,Jeżyce,3.0
710,500656.0,48.14,2.0,Jeżyce,3.0
711,463284.0,45.42,2.0,Jeżyce,3.0
712,377254.0,35.59,2.0,Jeżyce,3.0
713,677000.0,67.7,3.0,Jeżyce,3.0
714,643100.0,64.31,3.0,Jeżyce,3.0
715,279840.0,26.4,1.0,Jeżyce,3.0
716,635800.0,63.58,3.0,Jeżyce,3.0
717,646272.0,63.36,3.0,Jeżyce,3.0
718,543531.0,52.77,2.0,Jeżyce,3.0
719,281642.0,26.57,1.0,Jeżyce,3.0
720,683298.0,67.32,3.0,Jeżyce,3.0
721,476576.0,44.96,2.0,Jeżyce,3.0
722,484203.0,47.01,2.0,Jeżyce,3.0
723,496872.0,48.24,2.0,Jeżyce,3.0
724,277791.0,26.97,1.0,Jeżyce,2.0
725,557598.0,56.04,3.0,Jeżyce,2.0
726,373540.0,39.32,1.0,Stare Miasto,1.0
727,488621.0,48.14,2.0,Jeżyce,2.0
728,454200.0,45.42,2.0,Jeżyce,2.0
729,367092.0,35.64,2.0,Jeżyce,2.0
730,663558.0,67.71,3.0,Jeżyce,2.0
731,639188.0,64.24,3.0,Jeżyce,2.0
732,271920.0,26.4,1.0,Jeżyce,2.0
733,630432.0,63.36,3.0,Jeżyce,2.0
734,530037.0,52.74,2.0,Jeżyce,2.0
735,276328.0,26.57,1.0,Jeżyce,2.0
736,467480.0,44.95,2.0,Jeżyce,2.0
737,692900.0,69.29,3.0,Jeżyce,2.0
738,550551.0,54.51,3.0,Jeżyce,1.0
739,275094.0,26.97,1.0,Jeżyce,1.0
740,546390.0,56.04,3.0,Jeżyce,1.0
741,453600.0,45.36,2.0,Jeżyce,1.0
742,362814.0,35.57,2.0,Jeżyce,1.0
743,656496.0,67.68,3.0,Jeżyce,1.0
744,269280.0,26.4,1.0,Jeżyce,1.0
745,457103.0,45.94,2.0,Jeżyce,1.0
746,617760.0,63.36,3.0,Jeżyce,1.0
747,519686.0,52.76,2.0,Jeżyce,1.0
748,271014.0,26.57,1.0,Jeżyce,1.0
749,655395.0,67.22,3.0,Jeżyce,1.0
750,453692.0,44.92,2.0,Jeżyce,1.0
751,467252.0,46.96,2.0,Jeżyce,1.0
752,692468.0,70.66,3.0,Jeżyce,1.0
753,675480.0,69.28,3.0,Jeżyce,1.0
754,279968.0,26.92,1.0,Jeżyce,0.0
755,560300.0,56.03,3.0,Jeżyce,0.0
756,576500.0,57.65,3.0,Jeżyce,0.0
757,633300.0,63.33,3.0,Jeżyce,0.0
758,393200.0,39.32,1.0,Stare Miasto,0.0
759,561100.0,67.67,3.0,Nowe Miasto,1.0
760,395270.0,42.05,2.0,Nowe Miasto,2.0
761,379865.0,37.06,2.0,Nowe Miasto,1.0
762,311000.0,31.5,2.0,wielkopolskie,1.0
763,318000.0,35.4,2.0,Stare Miasto,1.0
764,615200.0,71.87,4.0,Nowe Miasto,1.0
765,537900.0,60.17,3.0,Nowe Miasto,1.0
766,524520.0,55.8,3.0,Nowe Miasto,3.0
767,391040.0,41.6,2.0,Nowe Miasto,1.0
768,404200.0,43.0,2.0,Nowe Miasto,1.0
769,370360.0,39.4,2.0,Nowe Miasto,1.0
770,682700.0,71.12,4.0,Nowe Miasto,1.0
771,537464.0,58.42,3.0,Stare Miasto,6.0
772,355740.0,33.88,1.0,Wilda,2.0
773,498256.0,41.49,2.0,Stare Miasto,1.0
774,415534.0,41.24,2.0,Nowe Miasto,0.0
775,415534.0,41.24,2.0,Nowe Miasto,0.0
776,299117.0,32.87,1.0,Nowe Miasto,1.0
777,304697.0,31.49,1.0,Nowe Miasto,0.0
778,674000.0,86.0,4.0,Jeżyce,1.0
779,698000.0,76.0,4.0,wielkopolskie,0.0
780,494408.0,53.74,3.0,Stare Miasto,5.0
781,619696.0,70.42,4.0,Wilda,2.0
782,556506.0,64.71,3.0,Jeżyce,1.0
783,608000.0,67.57,3.0,Nowe Miasto,1.0
784,340611.0,36.12,2.0,Nowe Miasto,1.0
785,430125.0,47.37,3.0,Nowe Miasto,2.0
786,698000.0,91.0,4.0,wielkopolskie,0.0
787,313500.0,25.01,1.0,Nowe Miasto,0.0
788,355701.0,40.44,2.0,Nowe Miasto,3.0
789,352514.0,40.99,2.0,Stare Miasto,0.0
790,363578.0,37.29,2.0,Stare Miasto,1.0
791,347000.0,35.59,2.0,Stare Miasto,0.0
792,381017.0,41.04,2.0,Stare Miasto,1.0
793,466595.0,47.36,3.0,Nowe Miasto,6.0
794,583290.0,64.81,3.0,Stare Miasto,2.0
795,482326.0,57.08,3.0,Jeżyce,1.0
796,359300.0,30.21,2.0,Nowe Miasto,1.0
797,304800.0,25.17,1.0,Nowe Miasto,1.0
798,315096.0,34.75,2.0,Stare Miasto,0.0
799,344504.0,36.14,2.0,Nowe Miasto,2.0
800,436000.0,46.39,2.0,Grunwald,1.0
801,399165.0,44.85,3.0,Stare Miasto,1.0
802,636900.0,74.56,4.0,Nowe Miasto,0.0
803,466595.0,47.37,3.0,Nowe Miasto,6.0
804,570500.0,56.93,3.0,Nowe Miasto,3.0
805,475834.0,44.89,2.0,Wilda,4.0
806,466856.0,44.89,2.0,Wilda,3.0
807,471138.0,46.19,2.0,Wilda,2.0
808,357200.0,40.14,2.0,Nowe Miasto,0.0
809,466594.0,47.37,3.0,Nowe Miasto,6.0
810,503200.0,63.7,3.0,Jeżyce,1.0
811,545328.0,64.92,3.0,Jeżyce,1.0
812,418800.0,36.0,2.0,Nowe Miasto,2.0
813,449000.0,46.6,3.0,Jeżyce,0.0
814,432800.0,39.07,2.0,Nowe Miasto,2.0
815,355521.0,40.4,2.0,Nowe Miasto,0.0
816,359000.0,34.0,2.0,Grunwald,3.0
817,666043.0,73.0,3.0,Grunwald,1.0
818,513360.0,55.8,3.0,Nowe Miasto,2.0
819,292100.0,31.75,1.0,Nowe Miasto,2.0
820,490820.0,53.35,3.0,Stare Miasto,3.0
821,525768.0,57.65,4.0,Nowe Miasto,8.0
822,597000.0,74.28,3.0,Grunwald,2.0
823,551000.0,67.41,3.0,Grunwald,2.0
824,698000.0,91.0,4.0,Stare Miasto,1.0
825,327000.0,32.9,1.0,Grunwald,1.0
826,466500.0,37.32,2.0,Wilda,4.0
827,536200.0,65.4,3.0,Jeżyce,2.0
828,509454.0,61.38,3.0,Jeżyce,1.0
829,454212.0,48.84,3.0,Nowe Miasto,1.0
830,315000.0,32.2,1.0,Grunwald,3.0
831,359300.0,30.21,2.0,Nowe Miasto,1.0
832,529860.0,57.65,4.0,Nowe Miasto,7.0
833,605000.0,74.28,3.0,Grunwald,3.0
834,304697.0,31.49,1.0,Nowe Miasto,0.0
835,462000.0,49.13,3.0,Nowe Miasto,3.0
836,485604.0,51.66,3.0,Grunwald,6.0
837,536728.0,58.34,2.0,Grunwald,0.0
838,474936.0,53.97,3.0,Grunwald,2.0
839,496951.0,54.61,2.0,Grunwald,3.0
840,337463.0,34.79,1.0,Grunwald,5.0
841,340942.0,34.79,1.0,Grunwald,7.0
842,487900.0,59.5,3.0,Jeżyce,2.0
843,699000.0,76.0,4.0,Stare Miasto,1.0
844,302279.0,21.37,1.0,Stare Miasto,1.0
845,572750.0,45.82,2.0,Wilda,4.0
846,368700.0,43.9,2.0,Jeżyce,2.0
847,489915.0,57.3,3.0,Jeżyce,2.0
848,499545.0,58.77,3.0,Grunwald,2.0
849,318000.0,35.4,2.0,Stare Miasto,1.0
850,345380.0,37.29,2.0,Stare Miasto,0.0
851,433933.0,47.37,3.0,Nowe Miasto,6.0
852,543812.0,59.11,3.0,Stare Miasto,0.0
853,491040.0,55.8,3.0,Nowe Miasto,0.0
854,355700.0,40.4,2.0,Nowe Miasto,2.0
855,401450.0,43.4,2.0,Grunwald,0.0
856,592913.0,76.21,4.0,Stare Miasto,0.0
857,495431.0,57.81,3.0,Stare Miasto,4.0
858,561126.0,74.42,4.0,Stare Miasto,1.0
859,380136.0,40.44,2.0,Nowe Miasto,1.0
860,377553.0,40.38,2.0,Nowe Miasto,0.0
861,656909.0,73.81,4.0,Jeżyce,5.0
862,360261.0,36.39,1.0,Jeżyce,5.0
863,409200.0,51.8,2.0,Jeżyce,1.0
864,516096.0,61.44,3.0,Jeżyce,2.0
865,678385.0,58.99,3.0,Wilda,0.0
866,471960.0,49.68,3.0,Jeżyce,0.0
867,505524.0,49.08,2.0,Grunwald,2.0
868,545292.0,53.46,2.0,Grunwald,2.0
869,594875.0,47.59,2.0,Wilda,4.0
870,605625.0,48.45,2.0,Wilda,4.0
871,354491.0,37.29,2.0,Stare Miasto,0.0
872,413820.0,43.56,2.0,Wilda,1.0
873,684000.0,76.61,4.0,Nowe Miasto,1.0
874,554000.0,60.65,3.0,Nowe Miasto,0.0
875,466595.0,47.37,3.0,Nowe Miasto,6.0
876,349000.0,34.0,2.0,Grunwald,0.0
877,503600.0,60.2,4.0,Stare Miasto,0.0
878,381735.0,42.06,2.0,Nowe Miasto,1.0
879,565000.0,61.4,3.0,Nowe Miasto,0.0
880,579330.0,64.37,3.0,Nowe Miasto,4.0
881,527253.0,58.3,3.0,Nowe Miasto,0.0
882,566130.0,67.3,4.0,Nowe Miasto,2.0
883,465545.0,64.75,3.0,Stare Miasto,0.0
884,311000.0,31.5,2.0,wielkopolskie,1.0
885,284000.0,27.6,1.0,Jeżyce,1.0
886,292500.0,31.75,2.0,Nowe Miasto,1.0
887,351871.0,40.0,2.0,Stare Miasto,3.0
888,518245.0,60.97,3.0,Grunwald,3.0
889,323037.0,32.63,1.0,Jeżyce,0.0
890,490900.0,52.2,2.0,Nowe Miasto,2.0
891,184500.0,19.77,1.0,Nowe Miasto,4.0
892,696000.0,91.0,4.0,Stare Miasto,1.0
893,355725.0,40.44,2.0,Nowe Miasto,1.0
894,184500.0,19.96,1.0,Nowe Miasto,2.0
895,689540.0,59.96,3.0,Wilda,4.0
896,517250.0,41.38,2.0,Wilda,4.0
897,439838.0,49.42,2.0,Jeżyce,4.0
898,499545.0,58.77,3.0,Grunwald,3.0
899,470125.0,37.61,2.0,Wilda,0.0
900,531944.0,57.82,3.0,Jeżyce,0.0
901,539500.0,39.84,2.0,Nowe Miasto,4.0
902,455800.0,48.97,2.0,Nowe Miasto,2.0
903,504000.0,57.65,3.0,Nowe Miasto,7.0
904,430125.0,47.37,3.0,Nowe Miasto,2.0
905,340611.0,36.12,2.0,Nowe Miasto,1.0
906,517625.0,41.41,2.0,Wilda,4.0
907,499702.0,50.99,2.0,Grunwald,1.0
908,550638.0,53.46,2.0,Grunwald,3.0
909,482035.0,56.71,3.0,Grunwald,3.0
910,564625.0,45.17,2.0,Wilda,0.0
911,366597.0,37.03,2.0,Jeżyce,0.0
912,459096.0,48.84,3.0,Nowe Miasto,2.0
913,371624.0,36.08,2.0,Nowe Miasto,0.0
914,338813.0,34.75,2.0,Stare Miasto,0.0
915,588640.0,36.79,1.0,Grunwald,1.0
916,634100.0,37.3,1.0,Grunwald,2.0
917,568695.0,61.15,2.0,Stare Miasto,4.0
918,380136.0,40.44,2.0,Nowe Miasto,1.0
919,543800.0,57.71,3.0,Nowe Miasto,0.0
920,367700.0,30.21,2.0,Nowe Miasto,2.0
921,487900.0,59.5,3.0,Jeżyce,2.0
922,577708.0,66.24,4.0,Stare Miasto,2.0
923,482346.0,54.05,3.0,Stare Miasto,1.0
924,258000.0,27.0,1.0,Stare Miasto,0.0
925,388590.0,40.69,2.0,Stare Miasto,2.0
926,354000.0,40.5,2.0,Nowe Miasto,1.0
927,599000.0,83.0,4.0,Grunwald,1.0
928,641240.0,55.76,2.0,Wilda,0.0
929,544732.0,59.21,3.0,Jeżyce,0.0
930,360712.0,40.99,2.0,Stare Miasto,0.0
931,695000.0,91.0,4.0,Jeżyce,1.0
932,566977.0,66.9,3.0,Nowe Miasto,3.0
933,319000.0,25.17,1.0,Nowe Miasto,3.0
934,313500.0,25.01,1.0,Nowe Miasto,0.0
935,424900.0,51.2,2.0,Jeżyce,0.0
936,389000.0,35.19,2.0,Stare Miasto,1.0
937,381969.0,40.42,2.0,Nowe Miasto,3.0
938,454212.0,48.84,3.0,Nowe Miasto,1.0
939,552513.0,59.41,4.0,Nowe Miasto,7.0
940,534600.0,53.46,2.0,Grunwald,1.0
941,687585.0,59.79,3.0,Wilda,4.0
942,515936.0,56.08,3.0,Jeżyce,0.0
943,616980.0,72.8,4.0,Nowe Miasto,2.0
944,360712.0,40.99,2.0,Stare Miasto,0.0
945,343930.0,36.12,2.0,Nowe Miasto,1.0
946,344745.0,32.6,2.0,Stare Miasto,2.0
947,376533.0,36.38,2.0,Nowe Miasto,1.0
948,344600.0,25.44,1.0,Nowe Miasto,5.0
949,377553.0,40.38,2.0,Nowe Miasto,0.0
950,370230.0,36.12,2.0,Nowe Miasto,1.0
951,503200.0,63.7,3.0,Jeżyce,1.0
952,350500.0,40.29,2.0,Nowe Miasto,0.0
953,278878.0,27.01,1.0,Stare Miasto,0.0
954,317626.0,32.87,2.0,Stare Miasto,3.0
955,370000.0,50.98,4.0,Nowe Miasto,3.0
956,480000.0,40.0,2.0,Wilda,2.0
957,388224.0,40.44,2.0,Nowe Miasto,5.0
958,493625.0,39.49,1.0,Wilda,0.0
959,366597.0,37.03,2.0,Jeżyce,0.0
960,403005.0,40.1,2.0,Nowe Miasto,0.0
961,360712.0,40.99,2.0,Stare Miasto,0.0
962,439000.0,42.25,2.0,Jeżyce,1.0
963,461000.0,76.5,4.0,Nowe Miasto,1.0
964,498400.0,57.96,3.0,Nowe Miasto,0.0
965,496900.0,57.78,3.0,Nowe Miasto,1.0
966,368700.0,43.9,2.0,Jeżyce,2.0
967,646200.0,81.8,3.0,Jeżyce,1.0
968,629000.0,66.93,3.0,Grunwald,1.0
969,549300.0,65.4,4.0,Jeżyce,0.0
970,677000.0,86.0,4.0,Stare Miasto,1.0
971,599000.0,83.0,4.0,Grunwald,0.0
972,594875.0,47.59,2.0,Wilda,0.0
973,531944.0,57.82,3.0,Jeżyce,0.0
974,537680.0,57.2,3.0,Nowe Miasto,3.0
975,408030.0,40.6,2.0,Nowe Miasto,0.0
976,360712.0,40.99,2.0,Stare Miasto,0.0
977,417375.0,33.39,2.0,Wilda,6.0
978,385578.0,41.46,2.0,Nowe Miasto,5.0
979,384800.0,41.6,2.0,Nowe Miasto,1.0
980,507020.0,60.62,4.0,Stare Miasto,0.0
981,442522.0,41.96,2.0,Stare Miasto,0.0
982,435891.0,39.99,2.0,Wilda,5.0
983,342408.0,38.91,2.0,Stare Miasto,0.0
984,376150.0,40.23,2.0,Nowe Miasto,0.0
985,410040.0,40.8,2.0,Nowe Miasto,2.0
986,352514.0,40.99,2.0,Stare Miasto,0.0
987,699000.0,91.0,4.0,wielkopolskie,0.0
988,699000.0,86.0,4.0,wielkopolskie,0.0
989,685975.0,59.65,3.0,Wilda,0.0
990,566130.0,66.8,4.0,Nowe Miasto,4.0
991,352514.0,40.99,2.0,Stare Miasto,0.0
992,499861.0,57.65,4.0,Nowe Miasto,7.0
993,479000.0,65.39,3.0,Grunwald,1.0
994,351411.0,40.42,2.0,Nowe Miasto,3.0
995,343064.0,36.38,1.0,Nowe Miasto,2.0
996,338574.0,36.08,2.0,Nowe Miasto,0.0
997,352514.0,40.99,2.0,Stare Miasto,0.0
